date ; stroke
2019-01-29 22:31:36,594 ; n
2019-01-29 22:31:36,762 ; shift_r
2019-01-29 22:31:36,938 ; -
2019-01-29 22:31:37,322 ; i
2019-01-29 22:31:37,466 ; t
2019-01-29 22:31:37,562 ; e
2019-01-29 22:31:37,706 ; r
2019-01-29 22:31:38,362 ; enter
2019-01-29 22:31:38,754 ; backspace
2019-01-29 22:31:38,930 ; backspace
2019-01-29 22:31:39,090 ; backspace
2019-01-29 22:31:39,234 ; backspace
2019-01-29 22:31:39,578 ; e
2019-01-29 22:31:39,658 ; n
2019-01-29 22:31:39,778 ; d
2019-01-29 22:31:41,042 ; enter
2019-01-29 22:32:18,553 ; g
2019-01-29 22:32:18,673 ; r
2019-01-29 22:32:18,993 ; a
2019-01-29 22:32:19,225 ; d
2019-01-29 22:32:19,337 ; i
2019-01-29 22:32:19,433 ; e
2019-01-29 22:32:19,529 ; n
2019-01-29 22:32:19,649 ; t
2019-01-29 22:32:20,201 ; space
2019-01-29 22:32:20,298 ; =
2019-01-29 22:32:20,417 ; space
2019-01-29 22:32:25,086 ; shift_r
2019-01-29 22:32:25,942 ; shift_r
2019-01-29 22:32:26,557 ; $
2019-01-29 22:32:27,565 ; f
2019-01-29 22:32:27,821 ; f
2019-01-29 22:32:28,149 ; t
2019-01-29 22:32:36,686 ; shift_r
2019-01-29 22:32:37,701 ; (
2019-01-29 22:32:38,470 ; )
2019-01-29 22:32:39,277 ; left
2019-01-29 22:32:44,498 ; shift_r
2019-01-29 22:32:46,418 ; m
2019-01-29 22:32:49,460 ; shift_r
2019-01-29 22:32:49,826 ; ;
2019-01-29 22:32:50,170 ; $
2019-01-29 22:32:51,242 ; (
2019-01-29 22:32:52,266 ; )
2019-01-29 22:32:52,738 ; left
2019-01-29 22:33:00,930 ; i
2019-01-29 22:33:01,563 ; m
2019-01-29 22:33:01,691 ; a
2019-01-29 22:33:01,923 ; g
2019-01-29 22:33:02,059 ; e
2019-01-29 22:33:05,875 ; space
2019-01-29 22:33:06,011 ; -
2019-01-29 22:33:06,091 ; space
2019-01-29 22:33:17,362 ; i
2019-01-29 22:33:17,610 ; f
2019-01-29 22:33:17,787 ; f
2019-01-29 22:33:18,011 ; t
2019-01-29 22:33:18,203 ; shift_r
2019-01-29 22:33:19,547 ; (
2019-01-29 22:33:19,722 ; )
2019-01-29 22:33:29,570 ; backspace
2019-01-29 22:33:29,746 ; backspace
2019-01-29 22:33:31,482 ; shift_r
2019-01-29 22:33:31,674 ; x
2019-01-29 22:33:32,490 ; right
2019-01-29 22:33:34,626 ; right
2019-01-29 22:33:34,819 ; right
2019-01-29 22:33:35,507 ; ;
2019-01-29 22:33:35,923 ; left
2019-01-29 22:33:36,371 ; left
2019-01-29 22:33:36,874 ; right
2019-01-29 22:33:37,186 ; left
2019-01-29 22:33:38,826 ; left
2019-01-29 22:33:40,754 ; right
2019-01-29 22:33:41,450 ; right
2019-01-29 22:34:34,912 ; s
2019-01-29 22:34:35,040 ; i
2019-01-29 22:34:35,199 ; g
2019-01-29 22:34:35,272 ; n
2019-01-29 22:34:36,240 ; (
2019-01-29 22:34:36,416 ; shift_r
2019-01-29 22:34:36,728 ; &
2019-01-29 22:34:37,080 ; )
2019-01-29 22:34:37,319 ; enter
2019-01-29 22:34:39,032 ; s
2019-01-29 22:34:39,168 ; i
2019-01-29 22:34:39,336 ; g
2019-01-29 22:34:39,407 ; n
2019-01-29 22:34:40,367 ; (
2019-01-29 22:34:40,503 ; shift_r
2019-01-29 22:34:42,487 ; )
2019-01-29 22:34:42,695 ; enter
2019-01-29 22:34:43,903 ; s
2019-01-29 22:34:44,087 ; i
2019-01-29 22:34:44,256 ; g
2019-01-29 22:34:44,304 ; n
2019-01-29 22:34:45,112 ; (
2019-01-29 22:34:46,064 ; -
2019-01-29 22:34:46,271 ; shift_r
2019-01-29 22:34:46,391 ; &
2019-01-29 22:34:46,608 ; )
2019-01-29 22:34:46,864 ; enter
2019-01-29 22:35:52,782 ; enter
2019-01-29 22:35:54,485 ; shift_r
2019-01-29 22:35:54,669 ; x
2019-01-29 22:35:54,901 ; space
2019-01-29 22:35:55,078 ; =
2019-01-29 22:35:55,125 ; space
2019-01-29 22:35:59,976 ; shift_r
2019-01-29 22:36:00,064 ; x
2019-01-29 22:36:02,056 ; -
2019-01-29 22:36:02,408 ; r
2019-01-29 22:36:02,632 ; h
2019-01-29 22:36:02,816 ; o
2019-01-29 22:36:03,264 ; shift_r
2019-01-29 22:36:03,352 ; $
2019-01-29 22:36:03,720 ; g
2019-01-29 22:36:03,840 ; r
2019-01-29 22:36:04,104 ; a
2019-01-29 22:36:04,288 ; d
2019-01-29 22:36:04,344 ; i
2019-01-29 22:36:04,504 ; e
2019-01-29 22:36:04,608 ; n
2019-01-29 22:36:04,728 ; t
2019-01-29 22:36:09,415 ; space
2019-01-29 22:36:09,607 ; -
2019-01-29 22:36:09,695 ; space
2019-01-29 22:36:09,888 ; a
2019-01-29 22:36:10,056 ; l
2019-01-29 22:36:10,191 ; p
2019-01-29 22:36:10,391 ; h
2019-01-29 22:36:10,583 ; a
2019-01-29 22:36:10,704 ; shift_r
2019-01-29 22:36:10,832 ; ^
2019-01-29 22:36:11,568 ; backspace
2019-01-29 22:36:11,775 ; shift_r
2019-01-29 22:36:11,872 ; $
2019-01-29 22:36:18,903 ; s
2019-01-29 22:36:19,056 ; i
2019-01-29 22:36:19,175 ; g
2019-01-29 22:36:19,272 ; n
2019-01-29 22:36:20,127 ; backspace
2019-01-29 22:36:21,039 ; (
2019-01-29 22:36:21,279 ; shift_r
2019-01-29 22:36:21,559 ; x
2019-01-29 22:36:21,807 ; )
2019-01-29 22:36:22,936 ; ;
2019-01-29 22:36:34,373 ; space
2019-01-29 22:36:35,013 ; space
2019-01-29 22:36:52,030 ; up
2019-01-29 22:36:52,678 ; enter
2019-01-29 22:36:53,078 ; r
2019-01-29 22:36:53,190 ; e
2019-01-29 22:36:53,430 ; s
2019-01-29 22:36:54,142 ; shift_r
2019-01-29 22:36:54,350 ; -
2019-01-29 22:36:54,936 ; i
2019-01-29 22:36:55,142 ; m
2019-01-29 22:36:55,158 ; a
2019-01-29 22:36:55,342 ; g
2019-01-29 22:36:55,478 ; e
2019-01-29 22:36:56,262 ; backspace
2019-01-29 22:36:56,470 ; backspace
2019-01-29 22:36:56,991 ; backspace
2019-01-29 22:36:57,254 ; space
2019-01-29 22:36:57,374 ; =
2019-01-29 22:36:57,502 ; space
2019-01-29 22:36:57,990 ; i
2019-01-29 22:36:58,199 ; f
2019-01-29 22:36:58,366 ; f
2019-01-29 22:36:58,734 ; t
2019-01-29 22:36:59,014 ; shift_r
2019-01-29 22:37:00,063 ; (
2019-01-29 22:37:00,822 ; )
2019-01-29 22:37:01,319 ; left
2019-01-29 22:37:02,174 ; shift_r
2019-01-29 22:37:02,382 ; x
2019-01-29 22:37:03,582 ; right
2019-01-29 22:37:03,998 ; ;
2019-01-29 22:37:15,849 ; enter
2019-01-29 22:37:16,025 ; shift_r
2019-01-29 22:37:16,121 ; x
2019-01-29 22:37:17,201 ; (
2019-01-29 22:37:17,321 ; )
2019-01-29 22:37:17,705 ; left
2019-01-29 22:37:19,339 ; a
2019-01-29 22:37:19,473 ; b
2019-01-29 22:37:19,537 ; s
2019-01-29 22:37:20,305 ; (
2019-01-29 22:37:20,514 ; shift_r
2019-01-29 22:37:20,729 ; x
2019-01-29 22:37:20,977 ; )
2019-01-29 22:37:21,561 ; right
2019-01-29 22:37:22,049 ; left
2019-01-29 22:37:22,705 ; space
2019-01-29 22:37:22,961 ; <
2019-01-29 22:37:23,105 ; space
2019-01-29 22:37:26,527 ; left
2019-01-29 22:37:27,368 ; =
2019-01-29 22:37:27,608 ; right
2019-01-29 22:37:28,639 ; a
2019-01-29 22:37:28,767 ; l
2019-01-29 22:37:28,904 ; p
2019-01-29 22:37:29,111 ; h
2019-01-29 22:37:29,191 ; a
2019-01-29 22:37:33,972 ; left
2019-01-29 22:37:34,092 ; left
2019-01-29 22:37:34,244 ; left
2019-01-29 22:37:34,388 ; left
2019-01-29 22:37:34,524 ; left
2019-01-29 22:37:34,660 ; left
2019-01-29 22:37:35,100 ; backspace
2019-01-29 22:37:35,468 ; right
2019-01-29 22:37:35,652 ; right
2019-01-29 22:37:35,804 ; right
2019-01-29 22:37:35,964 ; right
2019-01-29 22:37:36,116 ; right
2019-01-29 22:37:36,356 ; right
2019-01-29 22:37:36,556 ; right
2019-01-29 22:37:37,060 ; space
2019-01-29 22:37:37,196 ; =
2019-01-29 22:37:37,276 ; space
2019-01-29 22:37:37,372 ; shift_r
2019-01-29 22:37:38,860 ; ;
2019-01-29 22:38:06,665 ; cmd
2019-01-29 22:38:27,262 ; shift_r
2019-01-29 22:38:28,261 ; down
2019-01-29 22:38:28,429 ; down
2019-01-29 22:38:28,821 ; left
2019-01-29 22:38:29,533 ; shift_r
2019-01-29 22:38:30,197 ; left
2019-01-29 22:38:30,765 ; backspace
2019-01-29 22:38:32,222 ; enter
2019-01-29 22:38:32,373 ; enter
2019-01-29 22:38:32,502 ; enter
2019-01-29 22:38:32,613 ; enter
2019-01-29 22:38:32,853 ; enter
2019-01-29 22:38:32,973 ; enter
2019-01-29 22:38:33,117 ; enter
2019-01-29 22:38:33,245 ; enter
2019-01-29 22:38:33,645 ; up
2019-01-29 22:38:33,797 ; up
2019-01-29 22:38:33,925 ; up
2019-01-29 22:38:34,062 ; up
2019-01-29 22:38:34,181 ; up
2019-01-29 22:38:35,606 ; up
2019-01-29 22:38:44,749 ; enter
2019-01-29 22:38:45,077 ; enter
2019-01-29 22:38:45,245 ; enter
2019-01-29 22:38:45,365 ; enter
2019-01-29 22:39:18,699 ; enter
2019-01-29 22:39:18,811 ; enter
2019-01-29 22:39:19,363 ; shift_r
2019-01-29 22:39:20,571 ; r
2019-01-29 22:39:20,907 ; -
2019-01-29 22:39:21,147 ; r
2019-01-29 22:39:21,235 ; e
2019-01-29 22:39:21,451 ; s
2019-01-29 22:39:21,563 ; t
2019-01-29 22:39:22,459 ; space
2019-01-29 22:39:22,595 ; =
2019-01-29 22:39:22,651 ; space
2019-01-29 22:39:26,835 ; cmd
2019-01-29 22:39:26,979 ; ctrl+c
2019-01-29 22:39:30,186 ; cmd
2019-01-29 22:39:30,283 ; crtl+v
2019-01-29 22:39:32,075 ; ;
2019-01-29 22:39:34,483 ; shift_r
2019-01-29 22:39:34,675 ; r
2019-01-29 22:39:37,715 ; d
2019-01-29 22:39:37,819 ; o
2019-01-29 22:39:37,915 ; u
2019-01-29 22:39:38,043 ; b
2019-01-29 22:39:38,162 ; l
2019-01-29 22:39:38,251 ; e
2019-01-29 22:39:39,211 ; (
2019-01-29 22:39:40,362 ; backspace
2019-01-29 22:39:40,506 ; backspace
2019-01-29 22:39:40,642 ; backspace
2019-01-29 22:39:40,771 ; backspace
2019-01-29 22:39:40,882 ; backspace
2019-01-29 22:39:41,042 ; backspace
2019-01-29 22:39:41,602 ; backspace
2019-01-29 22:39:44,394 ; d
2019-01-29 22:39:44,506 ; o
2019-01-29 22:39:44,610 ; u
2019-01-29 22:39:44,722 ; b
2019-01-29 22:39:44,850 ; l
2019-01-29 22:39:44,954 ; e
2019-01-29 22:39:45,922 ; (
2019-01-29 22:39:46,058 ; right
2019-01-29 22:39:46,778 ; )
2019-01-29 22:40:05,842 ; left
2019-01-29 22:40:06,090 ; left
