date ; stroke
2019-02-03 17:58:48,819 ; r
2019-02-03 17:58:49,089 ; backspace
2019-02-03 17:58:49,208 ; t
2019-02-03 17:58:49,358 ; t
2019-02-03 17:58:49,416 ; r
2019-02-03 17:58:49,475 ; e
2019-02-03 17:58:49,555 ; space
2019-02-03 17:58:49,759 ; space
2019-02-03 17:58:49,925 ; shift
2019-02-03 17:58:50,028 ; c
2019-02-03 17:58:50,218 ; a
2019-02-03 17:58:50,281 ; n
2019-02-03 17:58:50,421 ; g
2019-02-03 17:58:50,492 ; u
2019-02-03 17:58:50,565 ; i
2019-02-03 17:58:50,817 ; l
2019-02-03 17:58:50,993 ; o
2019-02-03 17:58:51,440 ; backspace
2019-02-03 17:58:51,636 ; h
2019-02-03 17:58:51,779 ; e
2019-02-03 17:58:51,846 ; m
2019-02-03 17:58:51,954 ; space
2019-02-03 17:58:52,143 ; d
2019-02-03 17:58:52,311 ; '
2019-02-03 17:58:52,459 ; a
2019-02-03 17:58:52,554 ; b
2019-02-03 17:58:52,662 ; o
2019-02-03 17:58:52,770 ; r
2019-02-03 17:58:52,971 ; d
2019-02-03 17:58:53,107 ; e
2019-02-03 17:58:53,266 ; r
2019-02-03 17:58:53,325 ; space
2019-02-03 17:58:53,466 ; d
2019-02-03 17:58:53,567 ; e
2019-02-03 17:58:53,813 ; s
2019-02-03 17:58:54,088 ; space
2019-02-03 17:58:54,598 ; e
2019-02-03 17:58:54,813 ; x
2019-02-03 17:58:54,944 ; e
2019-02-03 17:58:55,043 ; m
2019-02-03 17:58:55,221 ; p
2019-02-03 17:58:55,283 ; l
2019-02-03 17:58:55,425 ; e
2019-02-03 17:58:55,603 ; s
2019-02-03 17:58:55,666 ; space
2019-02-03 17:58:58,211 ; alt_l
2019-02-03 17:58:58,274 ; tab
2019-02-03 17:59:00,358 ; alt_l
2019-02-03 17:59:00,385 ; tab
2019-02-03 17:59:02,628 ; h
2019-02-03 17:59:02,677 ; i
2019-02-03 17:59:02,794 ; s
2019-02-03 17:59:03,040 ; t
2019-02-03 17:59:03,117 ; o
2019-02-03 17:59:05,389 ; r
2019-02-03 17:59:05,497 ; i
2019-02-03 17:59:05,649 ; q
2019-02-03 17:59:05,753 ; u
2019-02-03 17:59:05,900 ; e
2019-02-03 17:59:06,207 ; backspace
2019-02-03 17:59:06,344 ; backspace
2019-02-03 17:59:06,534 ; backspace
2019-02-03 17:59:06,682 ; backspace
2019-02-03 17:59:06,793 ; backspace
2019-02-03 17:59:06,950 ; backspace
2019-02-03 17:59:07,121 ; backspace
2019-02-03 17:59:07,269 ; backspace
2019-02-03 17:59:07,429 ; backspace
2019-02-03 17:59:07,606 ; backspace
2019-02-03 17:59:07,787 ; t
2019-02-03 17:59:07,873 ; i
2019-02-03 17:59:08,318 ; backspace
2019-02-03 17:59:08,376 ; r
2019-02-03 17:59:08,694 ; s
2019-02-03 17:59:08,789 ; space
2019-02-03 17:59:08,892 ; d
2019-02-03 17:59:09,025 ; e
2019-02-03 17:59:09,106 ; space
2019-02-03 17:59:09,249 ; l
2019-02-03 17:59:09,348 ; '
2019-02-03 17:59:09,434 ; h
2019-02-03 17:59:09,500 ; i
2019-02-03 17:59:09,660 ; s
2019-02-03 17:59:09,899 ; t
2019-02-03 17:59:09,949 ; o
2019-02-03 17:59:10,030 ; i
2019-02-03 17:59:10,102 ; r
2019-02-03 17:59:10,156 ; e
