date ; stroke
2019-01-29 14:42:56,713 ;  ;
2019-01-29 14:43:02,850 ; cmd
2019-01-29 14:43:02,863 ; alt
2019-01-29 14:43:19,714 ; c
2019-01-29 14:43:19,876 ; o
2019-01-29 14:43:20,085 ; l
2019-01-29 14:43:20,311 ; o
2019-01-29 14:43:20,438 ; r
2019-01-29 14:43:21,170 ; down
2019-01-29 14:43:21,740 ; enter
2019-01-29 14:44:10,327 ; left
2019-01-29 14:44:12,435 ; backspace
2019-01-29 14:44:12,918 ; shift
2019-01-29 14:44:13,322 ; .
2019-01-29 14:44:13,656 ; l
2019-01-29 14:44:13,841 ; e
2019-01-29 14:44:14,055 ; g
2019-01-29 14:44:14,147 ; e
2019-01-29 14:44:14,324 ; n
2019-01-29 14:44:14,408 ; d
2019-01-29 14:44:15,040 ; shift
2019-01-29 14:44:15,339 ; .
2019-01-29 14:44:15,589 ; enter
2019-01-29 14:44:34,258 ; space
2019-01-29 14:44:35,309 ; shift
2019-01-29 14:44:35,457 ; v
2019-01-29 14:44:35,797 ; 3
2019-01-29 14:44:36,383 ; enter
2019-01-29 14:44:38,154 ; backspace
2019-01-29 14:44:38,230 ; shift
2019-01-29 14:44:38,570 ; 4
2019-01-29 14:44:38,774 ; enter
2019-01-29 14:45:27,383 ; cmd
2019-01-29 14:45:28,001 ; c
2019-01-29 14:45:28,085 ; o
2019-01-29 14:45:28,278 ; l
2019-01-29 14:45:28,438 ; o
2019-01-29 14:45:28,490 ; r
2019-01-29 14:46:07,511 ; backspace
2019-01-29 14:46:09,358 ; backspace
2019-01-29 14:46:09,767 ; backspace
2019-01-29 14:46:22,434 ; c
2019-01-29 14:46:23,345 ; backspace
2019-01-29 14:46:23,654 ; enter
2019-01-29 14:46:24,362 ; v
2019-01-29 14:46:24,528 ; a
2019-01-29 14:46:24,648 ; r
2019-01-29 14:46:24,824 ; space
2019-01-29 14:46:24,998 ; n
2019-01-29 14:46:25,013 ; e
2019-01-29 14:46:25,213 ; s
2019-01-29 14:46:25,417 ; t
2019-01-29 14:46:25,517 ; e
2019-01-29 14:46:25,685 ; d
2019-01-29 14:46:26,019 ; space
2019-01-29 14:46:26,294 ; =
2019-01-29 14:46:26,338 ; space
2019-01-29 14:46:26,825 ; d
2019-01-29 14:46:27,006 ; shift
2019-01-29 14:46:27,198 ; 3
2019-01-29 14:46:27,444 ; shift
2019-01-29 14:46:27,764 ; .
2019-01-29 14:46:28,179 ; n
2019-01-29 14:46:28,231 ; e
2019-01-29 14:46:28,460 ; s
2019-01-29 14:46:28,763 ; t
2019-01-29 14:46:29,952 ; (
2019-01-29 14:46:30,856 ; right
2019-01-29 14:46:31,122 ; enter
2019-01-29 14:46:31,685 ; shift
2019-01-29 14:46:31,929 ; .
2019-01-29 14:46:32,267 ; k
2019-01-29 14:46:32,406 ; e
2019-01-29 14:46:32,688 ; y
2019-01-29 14:46:33,174 ; (
2019-01-29 14:46:34,727 ; f
2019-01-29 14:46:34,871 ; u
2019-01-29 14:46:35,037 ; n
2019-01-29 14:46:35,125 ; c
2019-01-29 14:46:35,317 ; t
2019-01-29 14:46:35,369 ; i
2019-01-29 14:46:35,540 ; o
2019-01-29 14:46:35,690 ; n
2019-01-29 14:46:38,075 ; (
2019-01-29 14:46:38,432 ; d
2019-01-29 14:46:39,942 ; right
2019-01-29 14:46:40,499 ; alt
2019-01-29 14:46:42,111 ; 5
2019-01-29 14:46:45,009 ; space
2019-01-29 14:46:45,208 ; r
2019-01-29 14:46:45,292 ; e
2019-01-29 14:46:45,475 ; t
2019-01-29 14:46:45,604 ; u
2019-01-29 14:46:45,754 ; r
2019-01-29 14:46:45,896 ; n
2019-01-29 14:46:46,707 ; space
2019-01-29 14:46:46,920 ; d
2019-01-29 14:46:49,255 ; alt
2019-01-29 14:46:49,275 ; shift
2019-01-29 14:46:49,411 ; 5
2019-01-29 14:46:50,516 ; l
2019-01-29 14:46:50,608 ; a
2019-01-29 14:46:50,885 ; y
2019-01-29 14:46:50,957 ; e
2019-01-29 14:46:51,136 ; r
2019-01-29 14:46:51,613 ; shift
2019-01-29 14:46:51,789 ; c
2019-01-29 14:46:52,082 ; o
2019-01-29 14:46:52,353 ; l
2019-01-29 14:46:52,715 ; u
2019-01-29 14:46:52,968 ; l
2019-01-29 14:46:53,513 ; backspace
2019-01-29 14:46:53,854 ; l
2019-01-29 14:46:54,600 ; backspace
2019-01-29 14:46:54,861 ; m
2019-01-29 14:46:55,115 ; n
2019-01-29 14:46:56,267 ; right
2019-01-29 14:46:58,127 ;  ;
2019-01-29 14:47:01,064 ; right
2019-01-29 14:47:02,511 ; left
2019-01-29 14:47:02,833 ; space
2019-01-29 14:47:04,075 ; right
2019-01-29 14:47:04,278 ; right
2019-01-29 14:47:04,912 ; enter
2019-01-29 14:47:05,710 ; shift
2019-01-29 14:47:05,890 ; .
2019-01-29 14:47:06,166 ; e
2019-01-29 14:47:06,910 ; n
2019-01-29 14:47:07,042 ; t
2019-01-29 14:47:07,194 ; r
2019-01-29 14:47:07,314 ; i
2019-01-29 14:47:07,418 ; e
2019-01-29 14:47:07,654 ; s
2019-01-29 14:47:07,956 ; (
2019-01-29 14:47:08,570 ; d
2019-01-29 14:47:08,699 ; a
2019-01-29 14:47:08,928 ; t
2019-01-29 14:47:08,996 ; a
2019-01-29 14:47:55,813 ; enter
2019-01-29 14:47:56,233 ; enter
2019-01-29 14:47:57,807 ; v
2019-01-29 14:47:58,030 ; a
2019-01-29 14:47:58,154 ; r
2019-01-29 14:47:58,358 ; space
2019-01-29 14:47:58,422 ; s
2019-01-29 14:47:58,631 ; t
2019-01-29 14:47:58,735 ; a
2019-01-29 14:47:58,957 ; c
2019-01-29 14:47:59,070 ; k
2019-01-29 14:47:59,180 ; space
2019-01-29 14:47:59,354 ; :
2019-01-29 14:47:59,458 ; space
2019-01-29 14:47:59,817 ; backspace
2019-01-29 14:47:59,985 ; backspace
2019-01-29 14:48:01,613 ; =
2019-01-29 14:48:02,273 ; enter
2019-01-29 14:48:02,490 ; enter
2019-01-29 14:48:02,911 ; backspace
2019-01-29 14:48:03,211 ; backspace
2019-01-29 14:48:03,495 ; backspace
2019-01-29 14:48:03,795 ; backspace
2019-01-29 14:48:04,459 ; v
2019-01-29 14:48:04,644 ; a
2019-01-29 14:48:04,768 ; r
2019-01-29 14:48:05,122 ; space
2019-01-29 14:48:05,679 ; l
2019-01-29 14:48:05,796 ; a
2019-01-29 14:48:06,079 ; y
2019-01-29 14:48:06,171 ; e
2019-01-29 14:48:06,290 ; r
2019-01-29 14:48:06,781 ; s
2019-01-29 14:48:07,215 ; space
2019-01-29 14:48:07,399 ; =
2019-01-29 14:48:07,520 ; space
2019-01-29 14:48:08,811 ; s
2019-01-29 14:48:09,682 ; t
2019-01-29 14:48:09,815 ; a
2019-01-29 14:48:10,024 ; c
2019-01-29 14:48:10,206 ; k
2019-01-29 14:48:10,406 ; (
2019-01-29 14:48:10,575 ; n
2019-01-29 14:48:10,743 ; e
2019-01-29 14:48:10,924 ; s
2019-01-29 14:48:11,199 ; t
2019-01-29 14:48:11,295 ; e
2019-01-29 14:48:11,516 ; d
2019-01-29 14:48:13,209 ; right
2019-01-29 14:48:14,064 ;  ;
2019-01-29 14:48:16,081 ; space
2019-01-29 14:48:18,563 ; d
2019-01-29 14:48:18,861 ; shift
2019-01-29 14:48:19,097 ; 3
2019-01-29 14:48:19,361 ; shift
2019-01-29 14:48:19,480 ; .
2019-01-29 14:48:19,722 ; l
2019-01-29 14:48:19,840 ; a
2019-01-29 14:48:20,058 ; y
2019-01-29 14:48:20,326 ; o
2019-01-29 14:48:20,531 ; u
2019-01-29 14:48:20,640 ; t
2019-01-29 14:48:21,895 ; shift
2019-01-29 14:48:22,055 ; .
2019-01-29 14:48:22,313 ; s
2019-01-29 14:48:22,690 ; t
2019-01-29 14:48:22,849 ; a
2019-01-29 14:48:23,339 ; c
2019-01-29 14:48:24,186 ; k
2019-01-29 14:48:25,190 ; (
2019-01-29 14:48:26,196 ; right
2019-01-29 14:48:26,861 ; enter
2019-01-29 14:48:30,333 ; shift
2019-01-29 14:48:30,881 ; .
2019-01-29 14:48:38,754 ; cmd
2019-01-29 14:48:38,902 ; ctrl+c
2019-01-29 14:48:40,743 ; backspace
2019-01-29 14:48:40,992 ; cmd
2019-01-29 14:48:41,080 ; crtl+v
2019-01-29 14:48:43,205 ; backspace
2019-01-29 14:48:43,513 ; backspace
2019-01-29 14:48:43,908 ; backspace
2019-01-29 14:48:44,271 ; backspace
2019-01-29 14:48:44,483 ; backspace
2019-01-29 14:48:45,062 ; backspace
2019-01-29 14:48:57,336 ; cmd
2019-01-29 14:48:57,384 ; alt
2019-01-29 14:48:59,385 ; alt
2019-01-29 14:48:59,388 ; cmd
2019-01-29 14:49:10,933 ; l
2019-01-29 14:49:11,060 ; a
2019-01-29 14:49:11,212 ; y
2019-01-29 14:49:11,444 ; o
2019-01-29 14:49:11,669 ; u
2019-01-29 14:49:11,760 ; t
2019-01-29 14:49:16,298 ; l
2019-01-29 14:49:16,460 ; a
2019-01-29 14:49:16,608 ; y
2019-01-29 14:49:16,848 ; o
2019-01-29 14:49:17,045 ; u
2019-01-29 14:49:17,149 ; t
2019-01-29 14:49:17,462 ; shift
2019-01-29 14:49:17,614 ; .
2019-01-29 14:49:17,835 ; s
2019-01-29 14:49:18,456 ; t
2019-01-29 14:49:18,627 ; a
2019-01-29 14:49:18,832 ; c
2019-01-29 14:49:18,926 ; k
2019-01-29 14:49:19,193 ; enter
2019-01-29 14:49:22,150 ; d
2019-01-29 14:49:22,405 ; shift
2019-01-29 14:49:26,343 ; right
2019-01-29 14:49:26,589 ; backspace
2019-01-29 14:49:26,749 ; backspace
2019-01-29 14:49:27,019 ; right
2019-01-29 14:49:27,188 ; backspace
2019-01-29 14:49:27,340 ; backspace
2019-01-29 14:49:27,466 ; backspace
2019-01-29 14:49:28,189 ; a
2019-01-29 14:49:28,512 ; y
2019-01-29 14:49:28,803 ; o
2019-01-29 14:49:29,047 ; u
2019-01-29 14:49:29,147 ; t
2019-01-29 14:49:29,604 ; right
2019-01-29 14:49:29,771 ; right
2019-01-29 14:49:29,923 ; right
2019-01-29 14:49:30,092 ; right
2019-01-29 14:49:30,398 ; right
2019-01-29 14:49:30,768 ; backspace
2019-01-29 14:49:30,878 ; backspace
2019-01-29 14:49:31,209 ; right
2019-01-29 14:49:31,339 ; backspace
2019-01-29 14:49:31,482 ; backspace
2019-01-29 14:49:31,817 ; backspace
2019-01-29 14:49:31,913 ; s
2019-01-29 14:49:32,140 ; t
2019-01-29 14:49:32,240 ; a
2019-01-29 14:49:32,442 ; c
2019-01-29 14:49:32,534 ; k
2019-01-29 14:49:32,746 ; enter
2019-01-29 14:50:39,595 ; backspace
2019-01-29 14:50:40,183 ; backspace
2019-01-29 14:50:50,085 ; cmd
2019-01-29 14:50:50,197 ; ctrl+a
2019-01-29 14:50:51,825 ; cmd
2019-01-29 14:50:52,028 ; crtl+v
2019-01-29 14:52:04,608 ; alt
2019-01-29 14:52:04,620 ; cmd
2019-01-29 14:52:15,366 ; y
2019-01-29 14:52:15,537 ; space
2019-01-29 14:52:15,726 ; i
2019-01-29 14:52:15,927 ; s
2019-01-29 14:52:16,054 ; space
2019-01-29 14:52:16,180 ; n
2019-01-29 14:52:16,330 ; o
2019-01-29 14:52:16,386 ; t
2019-01-29 14:52:16,574 ; space
2019-01-29 14:52:17,045 ; a
2019-01-29 14:52:17,217 ; space
2019-01-29 14:52:17,309 ; f
2019-01-29 14:52:17,435 ; u
2019-01-29 14:52:17,559 ; n
2019-01-29 14:52:17,639 ; c
2019-01-29 14:52:17,826 ; t
2019-01-29 14:52:17,858 ; i
2019-01-29 14:52:18,030 ; o
2019-01-29 14:52:18,169 ; n
2019-01-29 14:52:18,283 ; space
2019-01-29 14:52:18,450 ; i
2019-01-29 14:52:18,629 ; n
2019-01-29 14:52:18,798 ; space
2019-01-29 14:52:18,910 ; d
2019-01-29 14:52:19,151 ; shift
2019-01-29 14:52:19,355 ; 3
2019-01-29 14:52:19,621 ; shift
2019-01-29 14:52:19,757 ; .
2019-01-29 14:52:21,990 ; s
2019-01-29 14:52:22,215 ; t
2019-01-29 14:52:22,358 ; a
2019-01-29 14:52:22,561 ; c
2019-01-29 14:52:22,621 ; k
2019-01-29 14:52:22,917 ; enter
2019-01-29 14:54:38,008 ; space
2019-01-29 14:54:38,252 ; g
2019-01-29 14:54:38,336 ; r
2019-01-29 14:54:38,408 ; o
2019-01-29 14:54:38,572 ; u
2019-01-29 14:54:38,791 ; p
2019-01-29 14:54:38,917 ; e
2019-01-29 14:54:39,036 ; d
2019-01-29 14:54:39,290 ; space
2019-01-29 14:54:39,607 ; b
2019-01-29 14:54:39,679 ; a
2019-01-29 14:54:39,928 ; r
2019-01-29 14:54:40,393 ; space
2019-01-29 14:54:40,505 ; c
2019-01-29 14:54:40,689 ; h
2019-01-29 14:54:40,780 ; a
2019-01-29 14:54:40,935 ; r
2019-01-29 14:54:41,119 ; t
2019-01-29 14:54:41,207 ; enter
2019-01-29 14:57:43,497 ; g
2019-01-29 14:57:43,594 ; r
2019-01-29 14:57:43,677 ; o
2019-01-29 14:57:43,846 ; u
2019-01-29 14:57:44,103 ; p
2019-01-29 14:57:44,217 ; e
2019-01-29 14:57:44,357 ; d
2019-01-29 14:57:44,825 ; space
2019-01-29 14:57:45,251 ; b
2019-01-29 14:57:45,345 ; a
2019-01-29 14:57:45,780 ; r
2019-01-29 14:57:45,891 ; space
2019-01-29 14:57:46,011 ; c
2019-01-29 14:57:46,151 ; h
2019-01-29 14:57:46,221 ; a
2019-01-29 14:57:46,349 ; r
2019-01-29 14:57:46,520 ; t
2019-01-29 14:57:48,730 ; space
2019-01-29 14:57:48,904 ; d
2019-01-29 14:57:49,541 ; shift
2019-01-29 14:57:49,729 ; 3
2019-01-29 14:57:49,945 ; space
2019-01-29 14:57:50,176 ; v
2019-01-29 14:57:50,302 ; shift
2019-01-29 14:57:50,587 ; 4
2019-01-29 14:57:50,957 ; enter
2019-01-29 14:58:17,683 ; space
2019-01-29 14:58:17,817 ; w
2019-01-29 14:58:18,197 ; i
2019-01-29 14:58:18,362 ; t
2019-01-29 14:58:18,470 ; h
2019-01-29 14:58:19,074 ; space
2019-01-29 14:58:19,404 ; d
2019-01-29 14:58:19,651 ; shift
2019-01-29 14:58:19,879 ; 3
2019-01-29 14:58:20,115 ; shift
2019-01-29 14:58:20,363 ; .
2019-01-29 14:58:20,670 ; n
2019-01-29 14:58:20,753 ; e
2019-01-29 14:58:20,917 ; s
2019-01-29 14:58:21,168 ; t
2019-01-29 14:58:21,358 ; enter
2019-01-29 15:00:36,090 ; shift
2019-01-29 15:00:36,422 ; d
2019-01-29 15:00:37,360 ; backspace
2019-01-29 15:00:37,850 ; d
2019-01-29 15:00:38,064 ; shift
2019-01-29 15:00:38,356 ; 3
2019-01-29 15:00:38,571 ; shift
2019-01-29 15:00:38,695 ; .
2019-01-29 15:00:38,868 ; s
2019-01-29 15:00:39,108 ; t
2019-01-29 15:00:39,237 ; a
2019-01-29 15:00:39,488 ; c
2019-01-29 15:00:39,598 ; j
2019-01-29 15:00:39,958 ; backspace
2019-01-29 15:00:40,140 ; k
2019-01-29 15:00:40,614 ; space
2019-01-29 15:00:40,743 ; v
2019-01-29 15:00:40,995 ; shift
2019-01-29 15:00:41,290 ; 4
2019-01-29 15:00:41,517 ; enter
2019-01-29 15:00:44,469 ; left
2019-01-29 15:00:44,660 ; left
2019-01-29 15:00:45,162 ; left
2019-01-29 15:00:45,246 ; left
2019-01-29 15:00:45,330 ; left
2019-01-29 15:00:45,413 ; left
2019-01-29 15:00:45,498 ; left
2019-01-29 15:00:45,581 ; left
2019-01-29 15:00:45,665 ; left
2019-01-29 15:00:45,891 ; left
2019-01-29 15:00:46,053 ; left
2019-01-29 15:00:46,284 ; backspace
2019-01-29 15:00:46,475 ; enter
2019-01-29 15:01:59,068 ; right
2019-01-29 15:02:01,471 ; shift
2019-01-29 15:02:01,743 ; +
2019-01-29 15:02:02,059 ; +
2019-01-29 15:02:02,561 ; backspace
2019-01-29 15:02:02,768 ; backspace
2019-01-29 15:02:03,099 ; shift
2019-01-29 15:02:03,403 ; /
2019-01-29 15:02:03,667 ; /
2019-01-29 15:02:05,102 ; down
2019-01-29 15:02:05,452 ; left
2019-01-29 15:02:05,814 ; left
2019-01-29 15:02:06,006 ; shift
2019-01-29 15:02:06,294 ; /
2019-01-29 15:02:06,430 ; /
2019-01-29 15:02:21,634 ; enter
2019-01-29 15:02:22,018 ; enter
2019-01-29 15:02:27,824 ; cmd
2019-01-29 15:02:27,984 ; ctrl+c
2019-01-29 15:02:29,392 ; cmd
2019-01-29 15:02:29,504 ; crtl+v
2019-01-29 15:05:01,418 ; backspace
2019-01-29 15:05:01,612 ; backspace
2019-01-29 15:05:01,773 ; backspace
2019-01-29 15:05:04,033 ; backspace
2019-01-29 15:05:04,233 ; backspace
2019-01-29 15:05:04,643 ; backspace
2019-01-29 15:05:05,341 ; s
2019-01-29 15:05:05,547 ; y
2019-01-29 15:05:06,079 ; m
2019-01-29 15:05:06,317 ; b
2019-01-29 15:05:06,465 ; o
2019-01-29 15:05:06,666 ; l
2019-01-29 15:05:06,743 ; s
2019-01-29 15:05:22,875 ; cmd
2019-01-29 15:05:23,023 ; ctrl+c
2019-01-29 15:05:25,279 ; backspace
2019-01-29 15:05:27,192 ; up
2019-01-29 15:05:27,947 ; enter
2019-01-29 15:05:35,118 ; alt
2019-01-29 15:05:35,238 ; cmd
2019-01-29 15:05:42,961 ; right
2019-01-29 15:05:43,144 ; right
2019-01-29 15:05:43,325 ; backspace
2019-01-29 15:05:43,468 ; backspace
2019-01-29 15:05:43,601 ; backspace
2019-01-29 15:05:43,742 ; backspace
2019-01-29 15:05:44,100 ; backspace
2019-01-29 15:05:44,552 ; backspace
2019-01-29 15:05:44,719 ; s
2019-01-29 15:05:44,919 ; y
2019-01-29 15:05:45,315 ; m
2019-01-29 15:05:45,424 ; b
2019-01-29 15:05:45,525 ; o
2019-01-29 15:05:45,693 ; l
2019-01-29 15:05:45,700 ; s
2019-01-29 15:05:46,123 ; right
2019-01-29 15:05:46,348 ; right
2019-01-29 15:05:47,227 ; down
2019-01-29 15:05:47,560 ; down
2019-01-29 15:05:48,072 ; cmd
2019-01-29 15:05:48,328 ; crtl+v
2019-01-29 15:05:50,303 ; backspace
2019-01-29 15:05:50,606 ; backspace
2019-01-29 15:05:50,766 ; backspace
2019-01-29 15:05:50,951 ; backspace
2019-01-29 15:05:51,677 ; right
2019-01-29 15:05:52,064 ; shift
2019-01-29 15:05:52,244 ; s
2019-01-29 15:05:52,426 ; c
2019-01-29 15:05:52,572 ; a
2019-01-29 15:05:52,672 ; l
2019-01-29 15:05:52,770 ; e
2019-01-29 15:05:53,048 ; down
2019-01-29 15:05:53,557 ; down
2019-01-29 15:05:53,813 ; left
2019-01-29 15:05:53,984 ; left
2019-01-29 15:05:54,118 ; left
2019-01-29 15:05:54,263 ; left
2019-01-29 15:05:54,426 ; left
2019-01-29 15:05:54,730 ; shift
2019-01-29 15:05:54,938 ; s
2019-01-29 15:05:55,103 ; c
2019-01-29 15:05:55,247 ; a
2019-01-29 15:05:55,369 ; l
2019-01-29 15:05:55,540 ; e
2019-01-29 15:06:35,428 ; cmd
2019-01-29 15:06:38,492 ; cmd
2019-01-29 15:06:38,922 ; s
2019-01-29 15:06:39,060 ; u
2019-01-29 15:06:39,341 ; m
2019-01-29 15:06:40,237 ; shift
2019-01-29 15:06:40,605 ; p
2019-01-29 15:06:40,852 ; r
2019-01-29 15:06:41,005 ; i
2019-01-29 15:06:54,264 ; cmd
2019-01-29 15:06:54,419 ; ctrl+c
2019-01-29 15:07:03,256 ; enter
2019-01-29 15:07:03,525 ; cmd
2019-01-29 15:07:03,673 ; crtl+v
2019-01-29 15:11:22,031 ; enter
2019-01-29 15:11:22,543 ; cmd
2019-01-29 15:11:22,684 ; crtl+v
2019-01-29 15:11:23,753 ; cmd
2019-01-29 15:11:32,059 ; cmd
2019-01-29 15:11:32,199 ; ctrl+c
2019-01-29 15:11:36,932 ; cmd
2019-01-29 15:11:37,011 ; crtl+v
2019-01-29 15:11:40,178 ; backspace
2019-01-29 15:11:40,559 ; backspace
2019-01-29 15:11:45,606 ; right
2019-01-29 15:11:46,019 ; shift
2019-01-29 15:11:46,279 ; s
2019-01-29 15:11:46,522 ; c
2019-01-29 15:11:46,685 ; a
2019-01-29 15:11:46,861 ; l
2019-01-29 15:11:46,965 ; e
2019-01-29 15:11:49,354 ; left
2019-01-29 15:11:49,601 ; left
2019-01-29 15:11:50,006 ; left
2019-01-29 15:11:50,263 ; left
2019-01-29 15:11:50,908 ; left
2019-01-29 15:11:51,439 ; left
2019-01-29 15:11:55,488 ; backspace
2019-01-29 15:11:55,781 ; backspace
2019-01-29 15:11:55,959 ; backspace
2019-01-29 15:11:56,123 ; backspace
2019-01-29 15:11:56,285 ; backspace
2019-01-29 15:11:56,475 ; backspace
2019-01-29 15:11:56,676 ; backspace
2019-01-29 15:11:56,851 ; backspace
2019-01-29 15:11:57,983 ; cmd
2019-01-29 15:11:59,025 ; backspace
2019-01-29 15:11:59,780 ; down
2019-01-29 15:12:00,027 ; backspace
2019-01-29 15:12:00,545 ; backspace
2019-01-29 15:12:00,876 ; backspace
2019-01-29 15:12:01,093 ; backspace
2019-01-29 15:12:01,275 ; backspace
2019-01-29 15:12:01,581 ; backspace
2019-01-29 15:12:01,951 ; backspace
2019-01-29 15:12:05,838 ; enter
2019-01-29 15:12:06,445 ; shift
2019-01-29 15:12:06,637 ; /
2019-01-29 15:12:06,757 ; /
2019-01-29 15:12:07,050 ; cmd
2019-01-29 15:12:07,242 ; crtl+v
2019-01-29 15:12:11,083 ; backspace
2019-01-29 15:12:13,238 ; right
2019-01-29 15:12:13,617 ; shift
2019-01-29 15:12:13,845 ; s
2019-01-29 15:12:14,561 ; backspace
2019-01-29 15:12:14,697 ; s
2019-01-29 15:12:15,413 ; backspace
2019-01-29 15:12:15,636 ; shift
2019-01-29 15:12:15,840 ; s
2019-01-29 15:12:16,017 ; c
2019-01-29 15:12:16,164 ; a
2019-01-29 15:12:16,284 ; l
2019-01-29 15:12:16,392 ; e
2019-01-29 15:12:24,361 ; cmd
2019-01-29 15:12:24,497 ; ctrl+c
2019-01-29 15:12:27,976 ; cmd
2019-01-29 15:12:28,132 ; crtl+v
2019-01-29 15:13:01,512 ; cmd
2019-01-29 15:13:01,764 ; ctrl+c
2019-01-29 15:13:07,274 ; enter
2019-01-29 15:13:07,986 ; shift
2019-01-29 15:13:08,278 ; /
2019-01-29 15:13:08,390 ; /
2019-01-29 15:13:08,713 ; shift
2019-01-29 15:13:08,784 ; p
2019-01-29 15:13:08,958 ; a
2019-01-29 15:13:09,201 ; r
2019-01-29 15:13:09,674 ; s
2019-01-29 15:13:09,901 ; e
2019-01-29 15:13:10,137 ; space
2019-01-29 15:13:10,291 ; d
2019-01-29 15:13:10,371 ; a
2019-01-29 15:13:10,574 ; t
2019-01-29 15:13:10,698 ; a
2019-01-29 15:13:13,691 ; enter
2019-01-29 15:13:14,056 ; enter
2019-01-29 15:13:14,509 ; cmd
2019-01-29 15:13:14,769 ; crtl+v
2019-01-29 15:13:18,700 ; shift
2019-01-29 15:13:18,892 ; c
2019-01-29 15:13:21,904 ; space
2019-01-29 15:13:23,583 ; backspace
2019-01-29 15:13:23,919 ; backspace
2019-01-29 15:13:51,440 ; backspace
2019-01-29 15:13:52,724 ; backspace
2019-01-29 15:13:54,430 ; down
2019-01-29 15:13:55,272 ; down
2019-01-29 15:13:55,676 ; down
2019-01-29 15:14:20,457 ; right
2019-01-29 15:14:24,667 ; shift
2019-01-29 15:14:25,128 ; 1
2019-01-29 15:14:25,276 ; 0
2019-01-29 15:14:26,317 ; space
2019-01-29 15:14:26,460 ; shift
2019-01-29 15:14:26,660 ; +
2019-01-29 15:14:27,098 ; space
2019-01-29 15:14:36,501 ; shift
2019-01-29 15:14:36,877 ; /
2019-01-29 15:14:37,005 ; /
2019-01-29 15:14:37,670 ; down
2019-01-29 15:14:37,962 ; backspace
2019-01-29 15:14:38,126 ; backspace
2019-01-29 15:15:17,475 ; cmd
2019-01-29 15:15:21,145 ; c
2019-01-29 15:15:21,532 ; cmd
2019-01-29 15:15:21,748 ; ctrl+a
2019-01-29 15:15:22,390 ; c
2019-01-29 15:15:22,518 ; p
2019-01-29 15:15:22,913 ; backspace
2019-01-29 15:15:23,163 ; o
2019-01-29 15:15:23,614 ; l
2019-01-29 15:15:23,826 ; o
2019-01-29 15:15:25,478 ; backspace
2019-01-29 15:15:25,672 ; backspace
2019-01-29 15:15:25,833 ; backspace
2019-01-29 15:15:25,975 ; backspace
2019-01-29 15:15:26,123 ; backspace
2019-01-29 15:15:57,513 ; down
2019-01-29 15:15:57,904 ; down
2019-01-29 15:15:58,285 ; left
2019-01-29 15:15:58,974 ; shift
2019-01-29 15:15:59,326 ; .
2019-01-29 15:15:59,656 ; t
2019-01-29 15:15:59,789 ; i
2019-01-29 15:15:59,893 ; c
2019-01-29 15:16:00,032 ; k
2019-01-29 15:16:00,144 ; s
2019-01-29 15:16:01,094 ; (
2019-01-29 15:16:01,453 ; shift
2019-01-29 15:16:01,716 ; 2
2019-01-29 15:16:01,953 ; 0
2019-01-29 15:16:02,696 ; )
2019-01-29 15:16:02,828 ; space
2019-01-29 15:16:16,826 ; left
2019-01-29 15:16:18,278 ; shift
2019-01-29 15:16:18,730 ; .
2019-01-29 15:16:19,210 ; t
2019-01-29 15:16:19,381 ; i
2019-01-29 15:16:19,592 ; c
2019-01-29 15:16:19,767 ; k
2019-01-29 15:16:22,332 ; shift
2019-01-29 15:16:22,704 ; f
2019-01-29 15:16:22,943 ; o
2019-01-29 15:16:23,036 ; r
2019-01-29 15:16:23,396 ; a
2019-01-29 15:16:23,776 ; backspace
2019-01-29 15:16:24,738 ; m
2019-01-29 15:16:24,802 ; a
2019-01-29 15:16:25,059 ; t
2019-01-29 15:16:25,318 ; (
2019-01-29 15:16:30,830 ; cmd
2019-01-29 15:16:30,995 ; ctrl+c
2019-01-29 15:16:32,448 ; cmd
2019-01-29 15:16:32,520 ; crtl+v
2019-01-29 15:16:33,207 ; left
2019-01-29 15:16:33,390 ; left
2019-01-29 15:16:33,593 ; left
2019-01-29 15:16:57,853 ; shift
2019-01-29 15:16:58,006 ; .
2019-01-29 15:16:58,785 ; s
2019-01-29 15:16:59,181 ; backspace
2019-01-29 15:16:59,509 ; backspace
2019-01-29 15:17:00,111 ; shift
2019-01-29 15:17:00,311 ; 2
2019-01-29 15:17:03,515 ; backspace
2019-01-29 15:17:03,907 ; backspace
2019-01-29 15:17:04,182 ; backspace
2019-01-29 15:17:04,633 ; backspace
2019-01-29 15:17:05,597 ; enter
2019-01-29 15:17:08,241 ; backspace
2019-01-29 15:17:51,561 ; c
2019-01-29 15:19:27,308 ; cmd
2019-01-29 15:19:27,508 ; ctrl+c
2019-01-29 15:20:23,904 ; left
2019-01-29 15:20:25,826 ; right
2019-01-29 15:20:26,138 ; left
2019-01-29 15:20:30,400 ; right
2019-01-29 15:20:30,832 ; left
2019-01-29 15:20:49,707 ; tab
2019-01-29 15:21:43,405 ; cmd
2019-01-29 15:21:43,549 ; ctrl+c
2019-01-29 15:21:52,367 ; left
2019-01-29 15:21:52,661 ; enter
2019-01-29 15:21:53,129 ; up
2019-01-29 15:21:53,495 ; enter
2019-01-29 15:21:54,519 ; enter
2019-01-29 15:21:55,954 ; cmd
2019-01-29 15:21:57,322 ; enter
2019-01-29 15:21:58,309 ; cmd
2019-01-29 15:22:01,764 ; cmd
